ID,Question,QuestionText,Topic,ValidResponse,BeforeNumber,BeforeResponse,AfterNumber,AfterResponse,GROUP,RACE,AGEBRACKET,EDUCATION,PARTYBEFORE,GENDER,AGE,run_0,run_1,run_2,run_3,run_4,run_5,run_6,run_7,run_8,run_9
132,Q4H,[The government should cover the cost of college tuition at public universities for all students who could not otherwise afford it.] How strongly would you oppose or favor these?,Taxes,True,6,Slightly favor,9,Very strongly favor,23,"Black, non-Hispanic",18-29,No HS diploma,Democrat,Male,25,8,8,7,7,8,8,8,7,7,7
144,Q4H,[The government should cover the cost of college tuition at public universities for all students who could not otherwise afford it.] How strongly would you oppose or favor these?,Taxes,True,5,In the middle,6,Slightly favor,23,"White, non-Hispanic",60+,BA or above,Independent,Male,68,6,6,6,6,6,6,6,6,6,6
145,Q4H,[The government should cover the cost of college tuition at public universities for all students who could not otherwise afford it.] How strongly would you oppose or favor these?,Taxes,True,0,Extremely oppose,0,Extremely oppose,23,"White, non-Hispanic",30-44,Some college,Republican,Female,33,0,0,2,0,1,0,0,0,0,0
210,Q4H,[The government should cover the cost of college tuition at public universities for all students who could not otherwise afford it.] How strongly would you oppose or favor these?,Taxes,True,6,Slightly favor,8,Strongly favor,23,"Black, non-Hispanic",60+,Some college,Democrat,Male,64,8,8,7,8,8,7,8,7,8,7
254,Q4H,[The government should cover the cost of college tuition at public universities for all students who could not otherwise afford it.] How strongly would you oppose or favor these?,Taxes,True,0,Extremely oppose,1,Very strongly oppose,23,"White, non-Hispanic",30-44,BA or above,Republican,Male,40,0,0,0,1,1,1,0,0,0,0
353,Q4H,[The government should cover the cost of college tuition at public universities for all students who could not otherwise afford it.] How strongly would you oppose or favor these?,Taxes,True,10,Strongly favor,8,Strongly favor,23,"White, non-Hispanic",45-59,Some college,Republican,Female,54,9,8,9,9,9,9,9,9,9,9
373,Q4H,[The government should cover the cost of college tuition at public universities for all students who could not otherwise afford it.] How strongly would you oppose or favor these?,Taxes,True,10,Strongly favor,7,Moderately favor,23,"White, non-Hispanic",18-29,BA or above,Democrat,Female,27,10,10,9,10,9,10,9,10,10,10
439,Q4H,[The government should cover the cost of college tuition at public universities for all students who could not otherwise afford it.] How strongly would you oppose or favor these?,Taxes,True,0,Extremely oppose,3,Moderately oppose,23,"White, non-Hispanic",30-44,BA or above,Republican,Female,40,0,0,2,0,0,0,0,0,0,0
463,Q4H,[The government should cover the cost of college tuition at public universities for all students who could not otherwise afford it.] How strongly would you oppose or favor these?,Taxes,True,5,In the middle,6,Slightly favor,23,"White, non-Hispanic",60+,BA or above,Democrat,Male,73,6,8,8,8,6,8,6,8,6,8
510,Q4H,[The government should cover the cost of college tuition at public universities for all students who could not otherwise afford it.] How strongly would you oppose or favor these?,Taxes,True,2,Strongly oppose,3,Moderately oppose,23,"White, non-Hispanic",60+,BA or above,Republican,Male,71,1,1,3,1,3,1,2,2,3,1
34,Q4I,[The government should fund a bond for each child born that will accumulate in value until the child turns 18 to then become usable for higher education or other essentials for a start in life.] How strongly would you oppose or favor these?,Taxes,True,10,Strongly favor,5,In the middle,23,"Black, non-Hispanic",30-44,Some college,Democrat,Female,34,9,10,9,9,9,9,9,10,10,9
40,Q4I,[The government should fund a bond for each child born that will accumulate in value until the child turns 18 to then become usable for higher education or other essentials for a start in life.] How strongly would you oppose or favor these?,Taxes,True,8,Strongly favor,6,Slightly favor,23,"White, non-Hispanic",60+,Some college,Independent,Female,61,8,9,9,9,9,9,9,9,9,9
71,Q4I,[The government should fund a bond for each child born that will accumulate in value until the child turns 18 to then become usable for higher education or other essentials for a start in life.] How strongly would you oppose or favor these?,Taxes,False,77,No opinion,4,Slightly oppose,23,"White, non-Hispanic",60+,BA or above,Democrat,Female,62,6,6,6,6,6,6,6,6,6,8
132,Q4I,[The government should fund a bond for each child born that will accumulate in value until the child turns 18 to then become usable for higher education or other essentials for a start in life.] How strongly would you oppose or favor these?,Taxes,True,7,Moderately favor,5,In the middle,23,"Black, non-Hispanic",18-29,No HS diploma,Democrat,Male,25,8,8,8,8,8,8,8,8,8,8
144,Q4I,[The government should fund a bond for each child born that will accumulate in value until the child turns 18 to then become usable for higher education or other essentials for a start in life.] How strongly would you oppose or favor these?,Taxes,True,4,Slightly oppose,4,Slightly oppose,23,"White, non-Hispanic",60+,BA or above,Independent,Male,68,6,6,3,6,6,5,6,5,6,3
145,Q4I,[The government should fund a bond for each child born that will accumulate in value until the child turns 18 to then become usable for higher education or other essentials for a start in life.] How strongly would you oppose or favor these?,Taxes,True,2,Strongly oppose,0,Extremely oppose,23,"White, non-Hispanic",30-44,Some college,Republican,Female,33,2,1,3,1,1,2,1,2,3,3
210,Q4I,[The government should fund a bond for each child born that will accumulate in value until the child turns 18 to then become usable for higher education or other essentials for a start in life.] How strongly would you oppose or favor these?,Taxes,True,7,Moderately favor,5,In the middle,23,"Black, non-Hispanic",60+,Some college,Democrat,Male,64,8,8,8,8,8,8,8,8,8,8
254,Q4I,[The government should fund a bond for each child born that will accumulate in value until the child turns 18 to then become usable for higher education or other essentials for a start in life.] How strongly would you oppose or favor these?,Taxes,True,0,Extremely oppose,0,Extremely oppose,23,"White, non-Hispanic",30-44,BA or above,Republican,Male,40,0,0,0,0,0,0,0,0,0,0
353,Q4I,[The government should fund a bond for each child born that will accumulate in value until the child turns 18 to then become usable for higher education or other essentials for a start in life.] How strongly would you oppose or favor these?,Taxes,True,10,Strongly favor,10,Strongly favor,23,"White, non-Hispanic",45-59,Some college,Republican,Female,54,9,9,9,9,9,9,9,9,9,9
373,Q4I,[The government should fund a bond for each child born that will accumulate in value until the child turns 18 to then become usable for higher education or other essentials for a start in life.] How strongly would you oppose or favor these?,Taxes,True,10,Strongly favor,3,Moderately oppose,23,"White, non-Hispanic",18-29,BA or above,Democrat,Female,27,9,9,9,9,9,10,9,10,10,9
439,Q4I,[The government should fund a bond for each child born that will accumulate in value until the child turns 18 to then become usable for higher education or other essentials for a start in life.] How strongly would you oppose or favor these?,Taxes,True,2,Strongly oppose,2,Strongly oppose,23,"White, non-Hispanic",30-44,BA or above,Republican,Female,40,2,1,2,1,1,2,2,1,2,2
463,Q4I,[The government should fund a bond for each child born that will accumulate in value until the child turns 18 to then become usable for higher education or other essentials for a start in life.] How strongly would you oppose or favor these?,Taxes,True,5,In the middle,0,Extremely oppose,23,"White, non-Hispanic",60+,BA or above,Democrat,Male,73,6,8,8,7,6,8,8,7,7,7
510,Q4I,[The government should fund a bond for each child born that will accumulate in value until the child turns 18 to then become usable for higher education or other essentials for a start in life.] How strongly would you oppose or favor these?,Taxes,True,2,Strongly oppose,3,Moderately oppose,23,"White, non-Hispanic",60+,BA or above,Republican,Male,71,2,2,2,2,2,2,2,2,2,2
34,Q4J,"[The government should give cash grants of $1,000/month to all adults at least eighteen-years-old.] How strongly would you oppose or favor these?",Taxes,True,3,Moderately oppose,0,Extremely oppose,23,"Black, non-Hispanic",30-44,Some college,Democrat,Female,34,2,4,2,4,4,2,2,2,4,4
40,Q4J,"[The government should give cash grants of $1,000/month to all adults at least eighteen-years-old.] How strongly would you oppose or favor these?",Taxes,True,0,Extremely oppose,0,Extremely oppose,23,"White, non-Hispanic",60+,Some college,Independent,Female,61,0,0,2,0,0,0,1,0,0,0
71,Q4J,"[The government should give cash grants of $1,000/month to all adults at least eighteen-years-old.] How strongly would you oppose or favor these?",Taxes,True,0,Extremely oppose,0,Extremely oppose,23,"White, non-Hispanic",60+,BA or above,Democrat,Female,62,0,0,0,0,1,0,1,0,0,0
132,Q4J,"[The government should give cash grants of $1,000/month to all adults at least eighteen-years-old.] How strongly would you oppose or favor these?",Taxes,True,8,Strongly favor,3,Moderately oppose,23,"Black, non-Hispanic",18-29,No HS diploma,Democrat,Male,25,6,6,7,7,6,7,6,6,6,6
144,Q4J,"[The government should give cash grants of $1,000/month to all adults at least eighteen-years-old.] How strongly would you oppose or favor these?",Taxes,True,3,Moderately oppose,0,Extremely oppose,23,"White, non-Hispanic",60+,BA or above,Independent,Male,68,4,4,2,4,4,4,2,4,2,4
145,Q4J,"[The government should give cash grants of $1,000/month to all adults at least eighteen-years-old.] How strongly would you oppose or favor these?",Taxes,True,2,Strongly oppose,0,Extremely oppose,23,"White, non-Hispanic",30-44,Some college,Republican,Female,33,2,1,2,3,2,2,2,3,3,1
210,Q4J,"[The government should give cash grants of $1,000/month to all adults at least eighteen-years-old.] How strongly would you oppose or favor these?",Taxes,True,2,Strongly oppose,6,Slightly favor,23,"Black, non-Hispanic",60+,Some college,Democrat,Male,64,1,1,2,1,1,2,2,3,3,1
254,Q4J,"[The government should give cash grants of $1,000/month to all adults at least eighteen-years-old.] How strongly would you oppose or favor these?",Taxes,True,0,Extremely oppose,0,Extremely oppose,23,"White, non-Hispanic",30-44,BA or above,Republican,Male,40,0,0,0,0,0,9,0,0,0,0
353,Q4J,"[The government should give cash grants of $1,000/month to all adults at least eighteen-years-old.] How strongly would you oppose or favor these?",Taxes,True,0,Extremely oppose,0,Extremely oppose,23,"White, non-Hispanic",45-59,Some college,Republican,Female,54,0,0,0,0,0,0,0,0,0,0
373,Q4J,"[The government should give cash grants of $1,000/month to all adults at least eighteen-years-old.] How strongly would you oppose or favor these?",Taxes,True,0,Extremely oppose,0,Extremely oppose,23,"White, non-Hispanic",18-29,BA or above,Democrat,Female,27,0,0,2,0,0,0,0,0,2,0
439,Q4J,"[The government should give cash grants of $1,000/month to all adults at least eighteen-years-old.] How strongly would you oppose or favor these?",Taxes,True,0,Extremely oppose,2,Strongly oppose,23,"White, non-Hispanic",30-44,BA or above,Republican,Female,40,0,0,0,0,0,9,0,0,0,0
463,Q4J,"[The government should give cash grants of $1,000/month to all adults at least eighteen-years-old.] How strongly would you oppose or favor these?",Taxes,True,0,Extremely oppose,0,Extremely oppose,23,"White, non-Hispanic",60+,BA or above,Democrat,Male,73,0,0,2,0,0,0,2,0,2,0
510,Q4J,"[The government should give cash grants of $1,000/month to all adults at least eighteen-years-old.] How strongly would you oppose or favor these?",Taxes,True,0,Extremely oppose,3,Moderately oppose,23,"White, non-Hispanic",60+,BA or above,Republican,Male,71,0,0,0,0,0,0,0,0,0,0
34,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,0,Extremely oppose,23,"Black, non-Hispanic",30-44,Some college,Democrat,Female,34,0,0,0,0,0,0,0,0,0,0
40,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,4,Slightly oppose,1,Very strongly oppose,23,"White, non-Hispanic",60+,Some college,Independent,Female,61,5,3,3,3,3,5,3,3,3,3
71,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,0,Extremely oppose,23,"White, non-Hispanic",60+,BA or above,Democrat,Female,62,0,0,0,0,0,0,0,0,0,0
132,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,8,Strongly favor,5,In the middle,23,"Black, non-Hispanic",18-29,No HS diploma,Democrat,Male,25,8,8,8,9,7,7,9,8,7,6
144,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,3,Moderately oppose,0,Extremely oppose,23,"White, non-Hispanic",60+,BA or above,Independent,Male,68,2,2,2,2,2,2,2,2,2,2
145,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,7,Moderately favor,8,Strongly favor,23,"White, non-Hispanic",30-44,Some college,Republican,Female,33,6,6,6,6,6,6,6,6,6,6
210,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,0,Extremely oppose,23,"Black, non-Hispanic",60+,Some college,Democrat,Male,64,0,0,0,0,0,0,0,0,0,0
254,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,9,Very strongly favor,8,Strongly favor,23,"White, non-Hispanic",30-44,BA or above,Republican,Male,40,8,8,8,8,8,8,8,8,8,8
353,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,2,Strongly oppose,23,"White, non-Hispanic",45-59,Some college,Republican,Female,54,6,6,6,6,4,4,6,6,6,4
373,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,4,Slightly oppose,1,Very strongly oppose,23,"White, non-Hispanic",18-29,BA or above,Democrat,Female,27,3,3,3,3,3,5,3,3,3,3
439,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,9,Very strongly favor,2,Strongly oppose,23,"White, non-Hispanic",30-44,BA or above,Republican,Female,40,8,8,8,8,8,8,8,8,8,8
463,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,0,Extremely oppose,23,"White, non-Hispanic",60+,BA or above,Democrat,Male,73,0,0,0,0,0,0,0,0,0,0
510,Q5A,[The Affordable Care Act should be repealed.] How strongly would you oppose or favor these?,Healthcare,True,8,Strongly favor,5,In the middle,23,"White, non-Hispanic",60+,BA or above,Republican,Male,71,7,7,7,7,9,7,7,7,7,7
34,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,3,Moderately oppose,2,Strongly oppose,23,"Black, non-Hispanic",30-44,Some college,Democrat,Female,34,2,2,2,2,4,4,2,2,2,2
40,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,3,Moderately oppose,0,Extremely oppose,23,"White, non-Hispanic",60+,Some college,Independent,Female,61,2,2,2,2,4,4,2,2,2,4
71,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,0,Extremely oppose,23,"White, non-Hispanic",60+,BA or above,Democrat,Female,62,0,0,0,0,0,0,0,0,0,0
132,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,8,Strongly favor,7,Moderately favor,23,"Black, non-Hispanic",18-29,No HS diploma,Democrat,Male,25,6,7,7,7,7,7,7,7,7,7
144,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,2,Strongly oppose,1,Very strongly oppose,23,"White, non-Hispanic",60+,BA or above,Independent,Male,68,1,2,2,1,1,1,1,2,1,1
145,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,4,Slightly oppose,6,Slightly favor,23,"White, non-Hispanic",30-44,Some college,Republican,Female,33,5,5,3,3,3,5,3,5,3,5
210,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,0,Extremely oppose,23,"Black, non-Hispanic",60+,Some college,Democrat,Male,64,0,0,0,0,0,0,0,0,0,0
254,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,9,Very strongly favor,23,"White, non-Hispanic",30-44,BA or above,Republican,Male,40,6,6,7,6,4,4,6,4,6,4
353,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,2,Strongly oppose,23,"White, non-Hispanic",45-59,Some college,Republican,Female,54,6,6,7,6,4,7,6,4,6,4
373,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,6,Slightly favor,5,In the middle,23,"White, non-Hispanic",18-29,BA or above,Democrat,Female,27,5,5,7,5,5,5,5,5,7,5
439,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,0,Extremely oppose,3,Moderately oppose,23,"White, non-Hispanic",30-44,BA or above,Republican,Female,40,0,0,0,0,0,0,0,0,0,0
463,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,2,Strongly oppose,2,Strongly oppose,23,"White, non-Hispanic",60+,BA or above,Democrat,Male,73,2,2,2,1,1,1,1,2,1,1
510,Q5B,[Repeal the Affordable Care Act and replace with grants to state Governments to create their own systems.] How strongly would you oppose or favor these?,Healthcare,True,8,Strongly favor,3,Moderately oppose,23,"White, non-Hispanic",60+,BA or above,Republican,Male,71,6,6,7,7,7,7,7,7,7,7
34,Q5C,[The federal subsidies in the Affordable Care Act that help the poor should be increased.] How strongly would you oppose or favor these?,Healthcare,True,8,Strongly favor,9,Very strongly favor,23,"Black, non-Hispanic",30-44,Some college,Democrat,Female,34,8,9,8,9,9,9,9,9,8,9
40,Q5C,[The federal subsidies in the Affordable Care Act that help the poor should be increased.] How strongly would you oppose or favor these?,Healthcare,True,6,Slightly favor,9,Very strongly favor,23,"White, non-Hispanic",60+,Some college,Independent,Female,61,7,7,7,7,7,7,7,7,7,7
71,Q5C,[The federal subsidies in the Affordable Care Act that help the poor should be increased.] How strongly would you oppose or favor these?,Healthcare,True,9,Very strongly favor,7,Moderately favor,23,"White, non-Hispanic",60+,BA or above,Democrat,Female,62,9,9,9,9,9,9,9,9,9,9
132,Q5C,[The federal subsidies in the Affordable Care Act that help the poor should be increased.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,9,Very strongly favor,23,"Black, non-Hispanic",18-29,No HS diploma,Democrat,Male,25,6,6,7,6,6,7,6,6,6,7
144,Q5C,[The federal subsidies in the Affordable Care Act that help the poor should be increased.] How strongly would you oppose or favor these?,Healthcare,True,7,Moderately favor,6,Slightly favor,23,"White, non-Hispanic",60+,BA or above,Independent,Male,68,8,8,8,8,8,8,8,8,8,8
145,Q5C,[The federal subsidies in the Affordable Care Act that help the poor should be increased.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,3,Moderately oppose,23,"White, non-Hispanic",30-44,Some college,Republican,Female,33,6,6,6,6,6,4,6,6,6,6
210,Q5C,[The federal subsidies in the Affordable Care Act that help the poor should be increased.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,23,"Black, non-Hispanic",60+,Some college,Democrat,Male,64,10,10,9,9,1,10,9,10,10,10
254,Q5C,[The federal subsidies in the Affordable Care Act that help the poor should be increased.] How strongly would you oppose or favor these?,Healthcare,True,3,Moderately oppose,4,Slightly oppose,23,"White, non-Hispanic",30-44,BA or above,Republican,Male,40,2,2,2,2,4,4,4,4,2,4
353,Q5C,[The federal subsidies in the Affordable Care Act that help the poor should be increased.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,6,Slightly favor,23,"White, non-Hispanic",45-59,Some college,Republican,Female,54,6,6,6,6,6,7,6,6,6,6
373,Q5C,[The federal subsidies in the Affordable Care Act that help the poor should be increased.] How strongly would you oppose or favor these?,Healthcare,True,4,Slightly oppose,7,Moderately favor,23,"White, non-Hispanic",18-29,BA or above,Democrat,Female,27,6,5,3,6,3,5,3,5,3,6
439,Q5C,[The federal subsidies in the Affordable Care Act that help the poor should be increased.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,5,In the middle,23,"White, non-Hispanic",30-44,BA or above,Republican,Female,40,6,6,6,6,6,7,6,6,6,6
463,Q5C,[The federal subsidies in the Affordable Care Act that help the poor should be increased.] How strongly would you oppose or favor these?,Healthcare,True,7,Moderately favor,8,Strongly favor,23,"White, non-Hispanic",60+,BA or above,Democrat,Male,73,8,8,8,8,8,8,8,8,8,8
510,Q5C,[The federal subsidies in the Affordable Care Act that help the poor should be increased.] How strongly would you oppose or favor these?,Healthcare,True,2,Strongly oppose,2,Strongly oppose,23,"White, non-Hispanic",60+,BA or above,Republican,Male,71,1,1,3,1,1,1,1,2,3,1
34,Q5D,[The federal subsidies in the Affordable Care Act that help the middle class should be expanded to include more people.] How strongly would you oppose or favor these?,Healthcare,True,8,Strongly favor,10,Strongly favor,23,"Black, non-Hispanic",30-44,Some college,Democrat,Female,34,8,9,8,9,9,9,9,9,8,9
40,Q5D,[The federal subsidies in the Affordable Care Act that help the middle class should be expanded to include more people.] How strongly would you oppose or favor these?,Healthcare,True,6,Slightly favor,5,In the middle,23,"White, non-Hispanic",60+,Some college,Independent,Female,61,7,7,7,7,7,7,7,7,7,7
71,Q5D,[The federal subsidies in the Affordable Care Act that help the middle class should be expanded to include more people.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,23,"White, non-Hispanic",60+,BA or above,Democrat,Female,62,10,10,9,10,10,10,9,10,10,10
132,Q5D,[The federal subsidies in the Affordable Care Act that help the middle class should be expanded to include more people.] How strongly would you oppose or favor these?,Healthcare,True,7,Moderately favor,8,Strongly favor,23,"Black, non-Hispanic",18-29,No HS diploma,Democrat,Male,25,8,8,8,8,8,8,8,8,8,8
144,Q5D,[The federal subsidies in the Affordable Care Act that help the middle class should be expanded to include more people.] How strongly would you oppose or favor these?,Healthcare,True,7,Moderately favor,6,Slightly favor,23,"White, non-Hispanic",60+,BA or above,Independent,Male,68,8,8,8,8,8,8,8,8,8,8
145,Q5D,[The federal subsidies in the Affordable Care Act that help the middle class should be expanded to include more people.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,3,Moderately oppose,23,"White, non-Hispanic",30-44,Some college,Republican,Female,33,6,6,6,6,6,6,6,6,6,6
210,Q5D,[The federal subsidies in the Affordable Care Act that help the middle class should be expanded to include more people.] How strongly would you oppose or favor these?,Healthcare,True,8,Strongly favor,9,Very strongly favor,23,"Black, non-Hispanic",60+,Some college,Democrat,Male,64,8,8,8,9,9,9,9,9,8,9
254,Q5D,[The federal subsidies in the Affordable Care Act that help the middle class should be expanded to include more people.] How strongly would you oppose or favor these?,Healthcare,True,3,Moderately oppose,4,Slightly oppose,23,"White, non-Hispanic",30-44,BA or above,Republican,Male,40,4,4,2,4,4,4,4,4,4,4
353,Q5D,[The federal subsidies in the Affordable Care Act that help the middle class should be expanded to include more people.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,9,Very strongly favor,23,"White, non-Hispanic",45-59,Some college,Republican,Female,54,9,9,9,9,9,9,9,10,9,9
373,Q5D,[The federal subsidies in the Affordable Care Act that help the middle class should be expanded to include more people.] How strongly would you oppose or favor these?,Healthcare,True,7,Moderately favor,9,Very strongly favor,23,"White, non-Hispanic",18-29,BA or above,Democrat,Female,27,8,8,8,8,8,8,8,8,8,8
439,Q5D,[The federal subsidies in the Affordable Care Act that help the middle class should be expanded to include more people.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,8,Strongly favor,23,"White, non-Hispanic",30-44,BA or above,Republican,Female,40,6,6,7,6,6,6,6,6,6,6
463,Q5D,[The federal subsidies in the Affordable Care Act that help the middle class should be expanded to include more people.] How strongly would you oppose or favor these?,Healthcare,True,6,Slightly favor,6,Slightly favor,23,"White, non-Hispanic",60+,BA or above,Democrat,Male,73,7,7,7,7,7,7,7,7,7,7
510,Q5D,[The federal subsidies in the Affordable Care Act that help the middle class should be expanded to include more people.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,5,In the middle,23,"White, non-Hispanic",60+,BA or above,Republican,Male,71,6,6,6,6,6,6,6,4,6,6
34,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,23,"Black, non-Hispanic",30-44,Some college,Democrat,Female,34,10,10,10,10,10,10,10,10,10,10
40,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,23,"White, non-Hispanic",60+,Some college,Independent,Female,61,10,10,10,10,10,10,10,10,10,10
71,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,23,"White, non-Hispanic",60+,BA or above,Democrat,Female,62,10,10,10,10,10,10,10,10,10,10
132,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,5,In the middle,9,Very strongly favor,23,"Black, non-Hispanic",18-29,No HS diploma,Democrat,Male,25,8,8,8,8,8,8,8,10,8,8
144,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,9,Very strongly favor,10,Strongly favor,23,"White, non-Hispanic",60+,BA or above,Independent,Male,68,10,10,9,10,9,10,9,10,10,10
145,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,9,Very strongly favor,10,Strongly favor,23,"White, non-Hispanic",30-44,Some college,Republican,Female,33,8,10,9,8,9,10,9,10,10,10
210,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,23,"Black, non-Hispanic",60+,Some college,Democrat,Male,64,10,10,10,10,10,10,10,10,10,10
254,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,1,Very strongly oppose,3,Moderately oppose,23,"White, non-Hispanic",30-44,BA or above,Republican,Male,40,6,6,3,0,4,0,0,5,0,0
353,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,23,"White, non-Hispanic",45-59,Some college,Republican,Female,54,10,10,10,10,10,10,10,10,10,10
373,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,23,"White, non-Hispanic",18-29,BA or above,Democrat,Female,27,10,10,10,10,10,10,10,10,10,10
439,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,23,"White, non-Hispanic",30-44,BA or above,Republican,Female,40,10,10,10,10,10,10,10,10,10,10
463,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,10,Strongly favor,10,Strongly favor,23,"White, non-Hispanic",60+,BA or above,Democrat,Male,73,10,10,10,10,10,10,10,10,10,10
510,Q5E,[People should have reasonable access to health insurance without discrimination against pre-existing conditions.] How strongly would you oppose or favor these?,Healthcare,True,9,Very strongly favor,9,Very strongly favor,23,"White, non-Hispanic",60+,BA or above,Republican,Male,71,9,10,9,9,9,10,9,10,10,10
34,Q5F,"[Everybody should be able to buy a public plan like Medicare, the current plan for seniors over 65.] How strongly would you oppose or favor these?",Healthcare,True,8,Strongly favor,10,Strongly favor,23,"Black, non-Hispanic",30-44,Some college,Democrat,Female,34,8,8,9,9,9,9,9,9,8,9
40,Q5F,"[Everybody should be able to buy a public plan like Medicare, the current plan for seniors over 65.] How strongly would you oppose or favor these?",Healthcare,True,8,Strongly favor,7,Moderately favor,23,"White, non-Hispanic",60+,Some college,Independent,Female,61,8,8,8,9,9,9,9,9,8,9
71,Q5F,"[Everybody should be able to buy a public plan like Medicare, the current plan for seniors over 65.] How strongly would you oppose or favor these?",Healthcare,True,10,Strongly favor,10,Strongly favor,23,"White, non-Hispanic",60+,BA or above,Democrat,Female,62,10,10,10,10,10,10,10,10,10,10
132,Q5F,"[Everybody should be able to buy a public plan like Medicare, the current plan for seniors over 65.] How strongly would you oppose or favor these?",Healthcare,True,9,Very strongly favor,8,Strongly favor,23,"Black, non-Hispanic",18-29,No HS diploma,Democrat,Male,25,10,9,9,9,9,10,9,10,10,9
